Season,Time Period,Stock Description,Sales Volume,STOCK_DESCRIPTION,TOTAL_PRICE_INCLDISC,Calories,Danceability/Energy,Loudness,liveness,Liveness,Price
Fall,Late Night,Beverage,,Premium Draft Beer,5440.0,200.0,0,0.0,0,1.0,
Fall,Late Night,Beverage - Michelob,,C ABD | Michelob Golden Draft Light | DFT 24 F,4766.0,110.0,0,0.0,0,1.0,$20.99
Fall,Late Night,Beverage - Michelob,,C ABD | Michelob Golden Draft Light | CAN 16 F,3741.0,110.0,0,0.0,0,1.0,$10.49
Fall,Late Night,Water,,C NWT | Dasani | BTL 20 F,3517.75,0.0,0,0.0,0,0.0,$3.99
Fall,Late Night,Beverage - Vodka,,C ALV | Pinnacle Vodka | CUP 1.25 F,3187.5,97.0,0,0.0,0,1.0,$13.00
Fall,Late Night,Beverage - Beer,,C ABD | Bud Light | DFT 24 F,2713.75,155.0,0,0.0,0,1.0,$12.99
Fall,Late Night,Beverage,,C ABD | Coors Light | CAN 16 F,2674.0,110.0,0,0.0,0,1.0,$13.99
Fall,Late Night,Beverage - Beer,,C ABD | Bud Light | CAN 16 F,2573.0,110.0,0,0.0,0,1.0,$7.99
Fall,Late Night,Beverage - Beer,,Domestic Draft Beer,2466.0,155.0,0,0.0,0,1.0,$10.99
Fall,Late Night,Water,,Dasani Water,1943.0,0.0,0,0.0,0,0.0,$39.00
Fall,Late Night,Beverage,,C ALR | Captain Morgan Original | CUP 1.25 F,1893.5,65.0,0,0.0,0,0.0,$9.99
Fall,Late Night,Beverage,,C ABI | Stella Artois | CAN 25oz F,1853.5,275.0,1,0.0,0,0.0,$3.99
Fall,Late Night,Beverage,,C ABI |Modelo Especial  | CAN 16 F,1839.6,-1,0,0.0,0,0.0,$8.99
Fall,Late Night,Beverage,,Mixed Drink - Red - Premium,1766.5,-200,0,0.0,0,0.0,$9.99
Fall,Late Night,Beverage - Beer,,C ABI | Corona Extra | CAN 24 F,1667.5,275.0,1,0.0,0,1.0,$25.99
Fall,Late Night,Beverage - Wine,,Wine-House,1600.0,-100,0,0.0,0,0.0,$21.99
Fall,Late Night,Beverage - Vodka,,C ALV | Grey Goose | DBL Grey Goose CUP 12 F,1529.0,-100,0,0.0,0,0.0,$15.99
Fall,Late Night,Beverage,,C ALI | 2 GINGERS | CUP 1.25 F,1402.5,150.0,0,0.0,0,0.0,$8.99
Fall,Late Night,Beverage - Beer,,C ABI | Corona Extra | CAN 16 F,1367.0,-150,0,0.0,0,1.0,$10.49
Fall,Late Night,Beverage - Beer,,C ABI | Corona Extra | DFT 20 F,1331.5,-150,0,0.0,0,0.0,$9.99
Fall,Late Night,Beverage,,C ABX | Stella Artois Cidre | CAN 16 F,1263.0,-180,0,0.0,0,0.0,$17.99
Fall,Late Night,Beverage - Beer,,C ABD | Budweiser | CAN 16 F,1256.5,-145,0,0.0,0,0.0,$13.99
Fall,Late Night,Beverage,,C ALR | Bacardi Superior | CUP 1.25 F,1224.0,-100,0,0.0,0,0.0,$14.99
Fall,Early Morning,Beverage,,Bacardi Superior - H,51.0,-100,0,0.0,0,0.0,$8.99
Fall,Early Morning,Beverage - Vodka,,Grey Goose - H,34.0,97.0,0,0.0,0,0.0,$34.99
Fall,Early Morning,Beverage,,Liquor - SINGLE - Catering,30.0,95.0,0,0.0,0,0.0,$9.99
Fall,Early Morning,Beverage - Soft Drink,,Can Pepsi 12oz,3.81,175.0,0,0.0,0,0.0,$10.98
Fall,Early Morning,Beverage - Cocktail,,(Alc) Deluxe Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Fall,Early Morning,Beverage - Cocktail,,(Alc) Premium Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Fall,Early Morning,Beverage,,(C) Blue Moon Can 16oz,0.0,200.0,0,0.0,0,0.0,$3.99
Fall,Early Morning,Beverage - Soft Drink,,(C) Bottled Coke,0.0,175.0,0,0.0,0,0.0,$4.99
Fall,Early Morning,Beverage - Soft Drink,,(C) Bottled Diet Coke,0.0,175.0,0,0.0,0,0.0,$3.99
Fall,Early Morning,Beverage - Soft Drink,,(C) Bottled Sprite,0.0,175.0,0,0.0,0,0.0,$4.99
Fall,Early Morning,Water,,(C) Bottled Water,0.0,0.0,0,0.0,0,0.0,$3.99
Fall,Early Morning,Food - Snack,,(C) Candy,0.0,150,0,0.0,0,0.0,$2.99
Fall,Early Morning,Beverage,,(C) Coors Light 16oz Can,0.0,110.0,0,0.0,0,0.0,$8.99
Fall,Early Morning,Beverage - Beer,,(C) Corona can 16oz,0.0,165.0,0,0.0,0,0.0,$8.99
Fall,Early Morning,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Fall,Early Morning,Beverage - Cocktail,,(C) Lime A Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Fall,Early Morning,Beverage - Cocktail,,(C) Mango Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Fall,Early Morning,Beverage,,(C) Miller Lite 16oz Can,0.0,110.0,0,0.0,0,0.0,$4.99
Fall,Early Morning,Food - Snack,,(C) Peanuts,0.0,165.0,0,0.0,0,0.0,$2.99
Fall,Early Morning,Beverage,,(C) Premium Draft,0.0,200.0,0,0.0,0,0.0,$3.97
Fall,Early Morning,Beverage - Cocktail,,(C) Raspberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Fall,Early Morning,Beverage - Cocktail,,(C) Strawberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Fall,Morning,Beverage - Cocktail,,(Alc) Deluxe Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Fall,Morning,Beverage - Cocktail,,(Alc) Premium Cocktail,0.0,Varies,0,0.0,0,0.0,$11.99
Fall,Morning,Beverage,,(C) Blue Moon Can 16oz,0.0,200.0,0,0.0,0,0.0,$3.99
Fall,Morning,Beverage - Soft Drink,,(C) Bottled Coke,0.0,175.0,0,0.0,0,0.0,$4.99
Fall,Morning,Beverage - Soft Drink,,(C) Bottled Diet Coke,0.0,175.0,0,0.0,0,0.0,$3.99
Fall,Morning,Beverage - Soft Drink,,(C) Bottled Sprite,0.0,175.0,0,0.0,0,0.0,$4.99
Fall,Morning,Water,,(C) Bottled Water,0.0,0.0,0,0.0,0,0.0,$3.99
Fall,Morning,Food - Snack,,(C) Candy,0.0,150,0,0.0,0,0.0,$2.99
Fall,Morning,Beverage,,(C) Coors Light 16oz Can,0.0,110.0,0,0.0,0,0.0,$8.99
Fall,Morning,Beverage - Beer,,(C) Corona can 16oz,0.0,165.0,0,0.0,0,0.0,$8.99
Fall,Morning,Beverage,,(C) Domestic Draft,0.0,200.0,0,0.0,0,0.0,$14.49
Fall,Morning,Beverage - Cocktail,,(C) Lime A Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Fall,Morning,Beverage - Cocktail,,(C) Mango Rita,0.0,250.0,1,0.0,0,0.0,$12.99
Fall,Morning,Beverage,,(C) Miller Lite 16oz Can,0.0,110.0,0,0.0,0,0.0,$4.99
Fall,Morning,Food - Snack,,(C) Peanuts,0.0,165.0,0,0.0,0,0.0,$2.99
Fall,Morning,Beverage,,(C) Premium Draft,0.0,200.0,0,0.0,0,0.0,$3.97
Fall,Morning,Beverage - Cocktail,,(C) Raspberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Fall,Morning,Beverage - Cocktail,,(C) Strawberry Rita,0.0,250.0,1,0.0,0,0.0,$4.99
Fall,Morning,Food - Snack,,"(Deleted) Guacamole, add-on",0.0,-1,0,0.0,0,0.0,$1.99
Fall,Afternoon,Food - Snack,,Bavarian Pretzel,9.0,350.0,0,0.0,0,0.0,$9.99
Fall,Afternoon,Beverage - Soft Drink,,Diet Coke,9.0,175.0,0,0.0,0,0.0,$3.99
Fall,Afternoon,Beverage - Soft Drink,,Diet Dr. Pepper,9.0,175.0,0,0.0,0,0.0,$3.99
